,0
262,"[4/28/20, 12:29:06 PM] Joe: Hahahaha that probably translates weird. Whoops 😂
"
263,"[4/28/20, 12:31:08 PM] Joe: Yeah. Cool shit 😎 💩
"
264,"[4/28/20, 12:39:35 PM] Joe: He just wants attention haha. He does like to sleep with me in my bed too. 
"
265,"[4/28/20, 12:40:18 PM] Joe: Police talking to* not taking haha
"
266,"[4/28/20, 12:47:25 PM] Joe: Haha I feel like people having a crazy older flatmate is super common for some reason. 
"
267,"[4/28/20, 12:50:57 PM] Joe: I wish! My sister wouldn’t like that 😂 
"
268,"[4/28/20, 12:56:22 PM] Joe: I mean they were old and white and most likely not from around here.
"
269,"[4/28/20, 12:58:25 PM] Joe: 🤗
"
270,"‎[4/28/20, 12:59:57 PM] Joe: ‎image omitted
"
271,"[4/28/20, 1:00:18 PM] Joe: I was just getting ready to go skate soon. I’ll send a video 👍
"
272,"‎[4/28/20, 1:02:02 PM] Joe: ‎image omitted
"
273,"[4/28/20, 1:07:55 PM] Joe: I was with some family. 
"
274,"‎[4/28/20, 1:28:10 PM] Joe: ‎video omitted
"
275,"‎[4/28/20, 1:28:20 PM] Joe: ‎video omitted
"
276,"‎[4/28/20, 1:28:31 PM] Joe: ‎video omitted
"
277,"[4/28/20, 1:32:34 PM] Joe: Haha thanks?
"
278,"‎[4/28/20, 1:39:58 PM] Joe: ‎image omitted
"
279,"‎[4/28/20, 1:40:55 PM] Joe: ‎image omitted
"
280,"[4/28/20, 1:58:06 PM] Joe: Haha there is lots of people but all my favorite places are where they don’t like to go 😂 
"
281,"[4/28/20, 1:58:25 PM] Joe: Noooo just saying I have to walk over the lava and sorry it’s shaky haha
"
282,"‎[4/28/20, 2:00:38 PM] Joe: ‎video omitted
"
283,"‎[4/28/20, 2:06:06 PM] Joe: ‎video omitted
"
284,"[4/28/20, 2:44:28 PM] Joe: Haha why do you say that I’m going to kill you?
"
285,"[4/28/20, 2:44:47 PM] Joe: Nunca
"
286,"[4/28/20, 2:46:54 PM] Joe: Oh cause the places are too cute? Haha just come and visit  🙃
"
287,"[4/28/20, 2:50:06 PM] Joe: Hahah ok. Cause in English that exact saying usually comes before admitting to something bad.
"
288,"[4/28/20, 2:52:52 PM] Joe: Hahah oooh ok. I never really here it used positively in English but I guess it could be.
"
289,"‎[4/28/20, 2:53:03 PM] Joe: ‎GIF omitted
"
290,"[4/28/20, 3:01:13 PM] Joe: Sounds like a tasty dinner hah
"
291,"[4/28/20, 3:03:36 PM] Joe: Oh and thank you for showing me that bug in my game. I fixed it 👍 
"
292,"[4/28/20, 3:09:42 PM] Joe: Click click
"
293,"[4/28/20, 3:09:46 PM] Joe: I fixed it
"
294,"[4/28/20, 3:10:15 PM] Joe: When you tried my game you went back and the screen went black
"
295,"[4/28/20, 3:11:11 PM] Joe: Yes! And my brother haha. Still more things to fix but we at least got to play a few rounds
"
296,"[4/28/20, 3:12:22 PM] Joe: Hahaha is that mr bean? Cause it looks like mr bean
"
297,"[4/28/20, 3:14:27 PM] Joe: Yeah Mr. Bean is hella funny. I should watch some of his stuff today haha
"
298,"[4/28/20, 3:15:02 PM] Joe: We’ll have to play each other in my game soon 👨‍💻👩‍💻
"
299,"[4/28/20, 3:18:27 PM] Joe: Oh I don’t know if “hella” translates? It’s like “mucho” but you probably got that. 
"
300,"[4/28/20, 3:19:24 PM] Joe: What is some spanish slang you say a lot that probably won’t translate well??
"
301,"[4/28/20, 3:32:18 PM] Joe: Hahaha ok ok I understand that. I wouldn’t use it myself cause I’d be afraid to use it at the wrong time haha but I kind of get it
"
302,"[4/28/20, 3:33:23 PM] Joe: Alright, tomorrow, you and me haha
"
303,"‎[4/28/20, 3:41:01 PM] Joe: ‎video omitted
"
304,"[4/28/20, 3:42:33 PM] Joe: Told you I like bud a little more than beer 😂 
"
305,"[4/28/20, 3:43:42 PM] Joe: Hahahahaha whaaaaat?
"
306,"[4/28/20, 3:44:41 PM] Joe: Don’t judge 👩‍⚖️
"
307,"[4/28/20, 3:44:48 PM] Joe: Hahahahaha yes! Hellaaaaaa
"
308,"‎[4/28/20, 3:45:51 PM] Joe: ‎GIF omitted
"
309,"[4/28/20, 3:47:42 PM] Joe: Haha I’m good at gifs sometimes. 
"
310,"[4/28/20, 3:50:01 PM] Joe: No nooo not the old couple haha. My sister has a friend to get it.
"
311,"[4/28/20, 3:52:01 PM] Joe: Mmm it depends. Sometimes I don’t smoke. But in quarantine I’ve been smoking a lot more haha. Too much time to chill with the other smokers 😂
"
312,"[4/28/20, 3:54:08 PM] Joe: Haha yeah it sucks sometimes but I still have fun talking to you
"
313,"[4/28/20, 4:00:49 PM] Joe: Hahahaha I don’t take notes of it but I will smoke pretty often 😂 
"
314,"[4/28/20, 4:02:55 PM] Joe: That’s out here in Hawaii. I guess in California it’s a lot less cause I work a lot when I’m out there
"
315,"[4/28/20, 4:07:44 PM] Joe: No I don’t like mixing with tabaco really. 
"
316,"[4/28/20, 4:09:10 PM] Joe: I can feel you judging me from halfway around the world 🙊🙉🙈
"
317,"[4/28/20, 4:12:52 PM] Joe: Hahahaha 😂 shit
"
318,"[4/28/20, 4:13:34 PM] Joe: Ok ok for sure. That’s true.
"
319,"[4/28/20, 4:14:50 PM] Joe: Not judging at all! You do you hahaha
"
320,"[4/28/20, 4:15:32 PM] Joe: Nah it would be perfect 😂
"
321,"‎[4/28/20, 4:16:18 PM] Joe: ‎GIF omitted
"
322,"[4/28/20, 4:17:12 PM] Joe: 😂
"
323,"‎[4/28/20, 4:18:42 PM] Joe: ‎GIF omitted
"
324,"‎[4/28/20, 4:19:00 PM] Joe: ‎GIF omitted
"
325,"[4/28/20, 4:19:19 PM] Joe: Hahahaha pretty much
"
326,"‎[4/28/20, 4:20:51 PM] Joe: ‎GIF omitted
"
327,"[4/28/20, 4:21:39 PM] Joe: Hahah you’ll need a lot more cerveza
"
328,"‎[4/28/20, 4:25:53 PM] Joe: ‎GIF omitted
"
329,"[4/28/20, 4:31:14 PM] Joe: Hahaha I use hella all the time. It’s slang but hella common in California. You’re good at using hella 😂
"
330,"[4/28/20, 4:32:17 PM] Joe: Hahaha the quarantine kick off party
"
331,"‎[4/28/20, 4:37:43 PM] Joe: ‎image omitted
"
332,"[4/28/20, 4:38:12 PM] Joe: Hahaha
"
333,"[4/28/20, 4:38:33 PM] Joe: 😂 hola, Sandra!
"
334,"[4/28/20, 4:43:11 PM] Joe: That face you make when you pop the bottle is so funny 😂 
"
335,"[4/28/20, 4:52:40 PM] Joe: Haha alright, Lore. Talk to you later. Buenas noches!
"
336,"[4/29/20, 1:16:40 PM] Joe: Hola! Super late start for me for once.
"
337,"‎[4/29/20, 1:32:13 PM] Joe: ‎GIF omitted
"
338,"‎[4/29/20, 1:47:22 PM] Joe: ‎GIF omitted
"
339,"[4/29/20, 1:48:55 PM] Joe: 😂 😂 
"
340,"[4/29/20, 1:54:43 PM] Joe: I don’t even know yet 😂 
"
341,"[4/29/20, 2:01:45 PM] Joe: Anything you think of could most likely be done. That’s why i really like programming. Figuring out how to do some things can be a pain in the ass though haha
"
342,"[4/29/20, 2:22:35 PM] Joe: Hahaha
"
343,"[4/29/20, 2:23:14 PM] Joe: Whoops
"
344,"[4/29/20, 2:23:54 PM] Joe: More stuff to fix I suppose. It keeps your name in your local memory on your computer. I guess I could delete that when you sign off.
"
345,"[4/29/20, 2:24:44 PM] Joe: Yeah you could say that. I’m a pretty patient dude
"
346,"[4/29/20, 2:27:28 PM] Joe: Log in again haha
"
347,"[4/29/20, 2:27:30 PM] Joe: That’s me
"
348,"[4/29/20, 2:28:42 PM] Joe: Hahaha yeah I’m testing it. There is a problem where it disconnects you after a while if you don’t do anything
"
349,"[4/29/20, 2:29:37 PM] Joe: Oh and you can roll up to 5 times at the most. You have to pick up at least one die every time you roll but can pick up more if you want.
"
350,"[4/29/20, 2:30:14 PM] Joe: Did you sign back in?
"
351,"[4/29/20, 2:30:21 PM] Joe: Go back and join game again
"
352,"[4/29/20, 2:32:02 PM] Joe: 🤔 I don’t see you in the game. Oh god so much wrong with my stupid game it’ll never be done Hahahaha
"
353,"[4/29/20, 2:33:51 PM] Joe: Dammit hahaha. Ok go to the home page. You have to take /game off the URL. Then put your name and click join.
"
354,"[4/29/20, 2:34:16 PM] Joe: Your turn haha
"
355,"[4/29/20, 2:34:45 PM] Joe: Noooooo
"
356,"[4/29/20, 2:35:28 PM] Joe: How about now? It really doesn’t let you? Shit. I wonder why it was working with my friends the other day. Well this is embarrassing hahahah 💩
"
357,"[4/29/20, 2:35:50 PM] Joe: Oh you have to roll
"
358,"[4/29/20, 2:35:54 PM] Joe: Click roll the dice
"
359,"[4/29/20, 2:37:48 PM] Joe: Hahahah no no never
"
360,"[4/29/20, 2:38:03 PM] Joe: Aaaahhh there you go! Hahaha
"
361,"[4/29/20, 2:38:41 PM] Joe: Hahahaha 👨‍💻
"
362,"[4/29/20, 2:39:00 PM] Joe: 😂
"
363,"‎[4/29/20, 2:39:21 PM] Joe: ‎GIF omitted
"
364,"[4/29/20, 2:41:25 PM] Joe: Oooooh
"
365,"‎[4/29/20, 2:41:59 PM] Joe: ‎GIF omitted
"
366,"[4/29/20, 2:42:27 PM] Joe: Aw it disconnected us
"
367,"[4/29/20, 2:42:40 PM] Joe: See it’s broken 🤬
"
368,"[4/29/20, 2:43:37 PM] Joe: 😂 😂 😂 
"
369,"[4/29/20, 2:58:11 PM] Joe: Thanks! We’ll play again soon when it’s less sketchy haha
"
370,"‎[4/29/20, 2:59:45 PM] Joe: ‎video omitted
"
371,"[4/29/20, 3:23:02 PM] Joe: Yeah now for animation and sound. That will definitely take some time to figure out but I’m going to take a little break for now.
"
372,"[4/29/20, 3:34:41 PM] Joe: Damn...rough day. Tomorrow will be better 💪
"
373,"[4/29/20, 3:36:49 PM] Joe: Oh Ok. Good luck getting through it all! Courses can be a little frustrating sometimes but especially the online ones when you’re having problems. 
"
374,"[4/29/20, 3:54:15 PM] Joe: Hahaha sounds like an emotional morning 
"
375,"‎[4/29/20, 3:54:58 PM] Joe: ‎GIF omitted
"
376,"[4/29/20, 4:20:51 PM] Joe: Ooook. Talk to you later. Buenas noches ✌️😘
"
377,"‎[5/1/20, 9:07:03 AM] Joe: ‎GIF omitted
"
378,"[5/1/20, 9:16:53 AM] Joe: Hahah ok ok
"
379,"‎[5/1/20, 9:18:09 AM] Joe: ‎GIF omitted
"
380,"[5/1/20, 9:27:05 AM] Joe: Haha I’m trying. 
"
381,"[5/1/20, 9:29:04 AM] Joe: I also added the sounds like you suggested but they only work on the computer. Still trying to get sounds working on tablets and phones. Hahah sorry I keep talking about my game 😂 😂
"
382,"‎[5/1/20, 9:29:36 AM] Joe: ‎GIF omitted
"
383,"[5/1/20, 9:46:21 AM] Joe: Hahaha shit
"
384,"‎[5/1/20, 9:46:47 AM] Joe: ‎GIF omitted
"
385,"[5/1/20, 9:48:34 AM] Joe: Muchas gracias!
"
386,"[5/1/20, 9:48:58 AM] Joe: It’s so much better now. It was really bad when I first showed it to you hahah. I should’ve waited 😂
"
387,"[5/1/20, 9:50:01 AM] Joe: What the changes? I made them all yesterday.
"
388,"[5/1/20, 9:55:18 AM] Joe: Hahaha yeah I noticed that 😂
"
389,"[5/1/20, 9:55:48 AM] Joe: Ok I’ll work on that. The ultimate feature will be built in translation so I can play with you hahaha
"
390,"[5/1/20, 9:57:32 AM] Joe: I have to fix the tie also. It says the first player wins on a tie every time
"
391,"[5/1/20, 9:58:54 AM] Joe: Oh yeah. Um you just have to go to the website again. I haven’t figured out why that happens if you press reload
"
392,"[5/1/20, 10:00:04 AM] Joe: Hahaha I appreciate you taking the time to try it. You give good feedback that makes the game better
"
393,"[5/1/20, 10:06:10 AM] Joe: Haha it was the same guy! My friend Fav does all the illustrations and drew the animations in the Benal video by hand, frame by frame. He was in the video too. I love his style of illustrations
"
394,"[5/1/20, 10:07:37 AM] Joe: Yeah I need emojis, gifs, and pictures for the chat. That’s a little more complicated but it can be done. That would definitely make it cooler.
"
395,"[5/1/20, 10:10:16 AM] Joe: I like how excited you are about the changes to my game hahaha. It makes me want to keep working on it
"
396,"[5/1/20, 10:22:48 AM] Joe: Hahaha the old one was so ugly! 🤢
"
397,"‎[5/1/20, 10:23:44 AM] Joe: ‎GIF omitted
"
398,"[5/1/20, 10:35:48 AM] Joe: Haha is that a link to my game?
"
399,"[5/1/20, 10:36:20 AM] Joe: You are addicted haha
"
400,"[5/1/20, 10:38:23 AM] Joe: Hahahaha 😂
"
401,"[5/1/20, 10:39:39 AM] Joe: I’m about to go on my little morning skate real quick then have some breakfast. If you’re too excited for tomorrow and can’t sleep we can play the game some more hahaha
"
402,"‎[5/1/20, 11:05:07 AM] Joe: ‎image omitted
"
403,"[5/1/20, 11:05:46 AM] Joe: Your tonight 😂 damn time zones
"
404,"[5/2/20, 2:09:05 PM] Joe: Hola! Todavia vos despierto?
"
405,"[5/2/20, 2:09:21 PM] Joe: Did you go outside today? How was it?
"
406,"[5/2/20, 2:39:35 PM] Joe: Haha nice! Glad you got to go out in the sun for a bit. Did you make that pizza from scratch? 
"
407,"‎[5/2/20, 2:40:35 PM] Joe: ‎GIF omitted
"
408,"[5/2/20, 3:02:25 PM] Joe: Lol I went from delivery to scratch, but only cause I didn’t have frozen dough. 
"
409,"[5/2/20, 3:03:34 PM] Joe: Anyway, enjoy your freedom 😆 
"
410,"[5/2/20, 3:27:51 PM] Joe: I’m doing great! I’m still working on my game. It went from a dumb thing for my friends, into something I might add to my portfolio if I can polish it up nicely. 
"
411,"‎[5/2/20, 3:28:39 PM] Joe: ‎GIF omitted
"
412,"‎[5/2/20, 3:34:35 PM] Joe: ‎video omitted
"
413,"[5/2/20, 3:35:12 PM] Joe: Haha thanks!
"
414,"[5/2/20, 3:35:34 PM] Joe: Hahaha maybe 🧐
"
415,"[5/2/20, 3:36:17 PM] Joe: 😂
"
416,"[5/2/20, 3:36:38 PM] Joe: https://enigmatic-stream-22705.herokuapp.com
"
417,"[5/2/20, 3:36:55 PM] Joe: I’m going to change the link soon. Need to buy a domain name first haha
"
418,"[5/2/20, 3:38:29 PM] Joe: Mmm I don’t know. I’ve been trying to come up with something. Waiting for the right name to come to me haha
"
419,"[5/2/20, 3:39:36 PM] Joe: Haha I should. 
"
420,"[5/2/20, 3:44:10 PM] Joe: This is too true hahahahaha 
"
421,"[5/2/20, 3:44:55 PM] Joe: 😂 pick a name. I’ll make a room just for you haha
"
422,"‎[5/2/20, 3:46:23 PM] Joe: ‎GIF omitted
"
423,"[5/2/20, 3:47:04 PM] Joe: Naming stuff is so hard! That’s why I made most of the rooms numbers. And one “benal” room of course
"
424,"[5/2/20, 3:51:13 PM] Joe: Damn....I better go lay down in a field and do some thinking until I come up with a name haha
"
425,"[5/2/20, 4:02:26 PM] Joe: Hahahah
"
426,"‎[5/2/20, 4:03:00 PM] Joe: ‎GIF omitted
"
427,"‎[5/2/20, 4:16:03 PM] Joe: ‎GIF omitted
"
428,"[5/3/20, 1:33:43 PM] Joe: Haha can’t tell. Looks cool. At least you though of me 😆
"
429,"[5/3/20, 1:35:11 PM] Joe: So much police haha. That area looks interesting though. I bet there is tons of stuff to skate near by lol
"
430,"[5/3/20, 2:58:01 PM] Joe: Haha it’s probably hard to notice good spots if you don’t skate. I will try to teach you though.
"
431,"[5/3/20, 2:58:46 PM] Joe: Give me a word in spanish to practice today. The app I downloaded gave me “el alfarero” haha. I need something better than that 😂
"
432,"‎[5/3/20, 4:13:56 PM] Joe: ‎GIF omitted
"
433,"[5/3/20, 4:22:29 PM] Joe: I’m going to the store right now hahaha no not right now. It’s already embarrassing when no one is around. 
"
434,"[5/3/20, 4:33:43 PM] Joe: Haha never mind. I thought you were going to ask me to send audio clips now for practice. 
"
435,"[5/3/20, 4:34:00 PM] Joe: This is why I need to check with you before just learning these words haha
"
436,"[5/3/20, 4:40:10 PM] Joe: Hahahaha
"
437,"‎[5/3/20, 4:40:50 PM] Joe: ‎GIF omitted
"
438,"[5/3/20, 4:41:45 PM] Joe: I really did go to the store though. But it’s right across the street so I’m back already haha
"
439,"‎[5/3/20, 4:48:55 PM] Joe: ‎GIF omitted
"
440,"[5/3/20, 4:55:31 PM] Joe: Hahahahaha shiiiiiit
"
441,"‎[5/3/20, 4:56:49 PM] Joe: ‎audio omitted
"
442,"[5/3/20, 4:57:57 PM] Joe: Lol that my laugh of shame
"
443,"‎[5/3/20, 4:59:09 PM] Joe: ‎GIF omitted
"
444,"‎[5/3/20, 5:02:03 PM] Joe: ‎audio omitted
"
445,"[5/3/20, 5:02:21 PM] Joe: No not good at all but thanks anyway hahaha
"
446,"[5/3/20, 5:04:15 PM] Joe: Haha good. Please tell me when it’s terrible and how to improve. 
"
447,"[5/3/20, 5:05:17 PM] Joe: Lol you’re right. I didn’t even notice 💩
"
448,"‎[5/3/20, 5:07:32 PM] Joe: ‎audio omitted
"
449,"[5/3/20, 5:07:45 PM] Joe: Fuuuuuck
"
450,"[5/3/20, 5:08:24 PM] Joe: Damn It seems like it’s about to be easy and then I start talking and get nervous 😩
"
451,"[5/3/20, 5:11:45 PM] Joe: Don’t think you’re getting out of learning English. I’m going to need some clips from you too haha
"
452,"‎[5/3/20, 5:15:06 PM] Joe: ‎GIF omitted
"
453,"[5/3/20, 5:19:09 PM] Joe: Oh god this one is hard haha. I like the Uruguayan way of saying “yo”. Ok shit I’ll try but this will be the worst one yet haha
"
454,"‎[5/3/20, 5:20:38 PM] Joe: ‎audio omitted
"
455,"[5/3/20, 5:20:42 PM] Joe: Sjdjcbfbejsjsj
"
456,"‎[5/3/20, 5:21:06 PM] Joe: ‎GIF omitted
"
457,"[5/3/20, 5:22:42 PM] Joe: Hahaha dammit I tried
"
458,"[5/3/20, 5:25:13 PM] Joe: Lol damn really trying to have me get it right. Ok ok
"
459,"‎[5/3/20, 5:26:27 PM] Joe: ‎audio omitted
"
460,"[5/3/20, 5:26:35 PM] Joe: Hahah that was better I think
"
461,"[5/3/20, 5:26:38 PM] Joe: 🤔
"
462,"‎[5/3/20, 5:27:01 PM] Joe: ‎audio omitted
"
463,"[5/3/20, 5:27:07 PM] Joe: Wait that one haha
"
464,"[5/3/20, 5:27:36 PM] Joe: Not the first one. I messed up “patino” in the first and didn’t record the whole thing
"
